날짜,스타벅스,이벤트,기프티콘,카드,웃다,엄마,커피,카드지갑,아기,추첨
2017-12-14,23.11176,1.22221,2.8418,1.35345,0.11848,0.30442,1.08039,1.33297,0.31321,0.06817
2017-12-15,23.57294,1.07729,2.63855,2.58022,0.11666,0.31321,0.95818,1.24846,0.30881,0.05089
2017-12-16,23.68687,0.73551,2.0115,2.30406,0.10207,0.36976,0.96195,1.16992,0.28808,0.05277
2017-12-17,22.57858,0.81389,1.87934,2.35054,0.12577,0.40903,1.02604,1.49382,0.34651,0.04743
2017-12-18,21.17773,1.54576,2.95755,1.71529,0.13944,0.36316,0.97138,1.42911,0.34651,0.06691
2017-12-19,23.30134,2.14821,2.9457,1.52936,0.11392,0.3484,1.01567,1.37036,0.3352,0.06534
2017-12-20,25.34838,1.32429,3.16171,1.40267,0.11301,0.32735,0.98551,1.40209,0.30284,0.06597
2017-12-21,26.18142,1.13107,3.2246,1.79276,0.12668,0.31478,0.99902,1.36941,0.29562,0.0644
2017-12-22,24.49165,1.05542,4.37754,1.70161,0.10754,0.31698,0.91891,1.19883,0.26703,0.06691
2017-12-23,23.59937,0.77288,2.88464,1.36712,0.09934,0.35782,0.83063,1.25066,0.26295,0.049
2017-12-24,24.96741,0.83668,3.32941,1.39447,0.0802,0.3484,0.89441,1.32072,0.27457,0.04649
2017-12-25,24.54178,0.77926,2.95664,1.5248,0.08293,0.35814,0.91828,1.37947,0.2686,0.04838
2017-12-26,24.81703,1.03537,2.77709,1.41269,0.10299,0.42599,1.04332,1.47749,0.3107,0.0556
2017-12-27,25.46961,1.12195,2.75339,1.53391,0.11939,0.40526,0.99682,1.36753,0.27614,0.04838
2017-12-28,27.48384,1.15659,2.85,1.34525,0.11028,0.33834,0.98206,1.29559,0.28588,0.04995
2017-12-29,27.94958,0.89683,3.01315,1.23223,0.10845,0.32232,0.88875,1.18972,0.29153,0.04241
2017-12-30,27.3845,0.70634,2.10902,1.08003,0.11301,0.47218,0.88058,1.1649,0.2708,0.04146
2017-12-31,36.7548,0.7109,2.46538,1.96957,0.08931,0.4062,0.93462,1.125,0.25698,0.03361
2018-01-01,35.95457,0.86037,2.58022,1.35163,0.11939,0.41249,0.97263,1.35748,0.34526,0.03675
2018-01-02,29.67854,1.05633,2.87735,2.30224,0.12668,2.57798,0.99965,1.43256,0.30913,0.03958
2018-01-03,26.25069,1.11375,2.7616,1.40358,0.13489,1.13474,1.07756,1.44544,0.3063,0.04618
2018-01-04,24.79698,1.09461,2.73152,1.29786,0.1358,0.60538,1.06971,1.54157,0.30661,0.049
2018-01-05,23.71968,1.0062,2.91836,1.15203,0.12486,0.37636,0.95221,1.47591,0.28651,0.03895
2018-01-06,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
